@relation 'stateData-weka.filters.unsupervised.attribute.Remove-R1,24-weka.filters.supervised.instance.Resample-B0.01-S1-Z100.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute living_ghost1 {True,False}
@attribute living_ghost2 {True,False}
@attribute living_ghost3 {True,False}
@attribute living_ghost4 {True,False}
@attribute ghost_posX1 numeric
@attribute ghost_posY1 numeric
@attribute ghost_posX2 numeric
@attribute ghost_posY2 numeric
@attribute ghost_posX3 numeric
@attribute ghost_posY3 numeric
@attribute ghost_posX4 numeric
@attribute ghost_posY4 numeric
@attribute ghost_dir1 {North,South,West,East,Stop}
@attribute ghost_dir2 {North,South,West,East,Stop}
@attribute ghost_dir3 {North,South,West,East,Stop}
@attribute ghost_dir4 {North,South,West,East,Stop}
@attribute ghost_dist1 numeric
@attribute ghost_dist2 numeric
@attribute ghost_dist3 numeric
@attribute ghost_dist4 numeric
@attribute dot_dist numeric
@attribute score numeric
@attribute pacman_posX numeric
@attribute pacman_posY numeric
@attribute pacman_dir {North,South,West,East,Stop}
@attribute pacman_action {North,South,West,East,Stop}

@data
True,False,True,False,0.444444,0.272727,0.2,0,0.291667,0.3,0.142857,0,East,Stop,North,Stop,0.736842,0,0.3,0,0,0.668852,0.6,0.2,East,South
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.368421,0.115385,0.1,0.388889,0.588235,0.027869,0.2,0.533333,East,South
False,True,True,True,0,0,0.7,0.384615,0.583333,0.3,0.857143,0.642857,Stop,North,West,West,0,0.153846,0.5,0.527778,0,0.318033,0.2,0.266667,South,South
True,True,True,False,0.444444,0.454545,0.4,0.846154,0.416667,0.5,0.142857,0,Stop,Stop,Stop,Stop,0.789474,0.346154,0.233333,0,0.529412,0.357377,0.48,0.6,East,South
False,True,True,True,0,0,0.7,0.384615,0.583333,0.3,0.857143,0.642857,Stop,North,West,West,0,0.153846,0.5,0.527778,0,0.318033,0.2,0.266667,South,South
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.578947,0,0,0.055556,0.235294,0.657377,0.52,0.266667,East,South
True,True,True,True,0.333333,0.636364,0.9,0.384615,0.583333,0.5,0.952381,0.642857,South,North,North,North,0.578947,0.730769,0.866667,0.777778,0,0.031148,0,0.8,South,South
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.526316,0,0,0.25,0.294118,0.668852,0.36,0.466667,South,South
True,True,True,True,0,0.181818,0.1,0.153846,0.083333,0.8,0.095238,0.357143,Stop,Stop,Stop,Stop,0.210526,0.192308,0.266667,0.166667,0,0.008197,0,0.2,South,South
True,True,False,True,1,0.454545,0.7,0.538462,0.083333,0,0.380952,0.571429,South,East,Stop,West,0.263158,0.192308,0,0.083333,0.294118,0.34918,0.36,0.466667,South,South
True,True,True,True,0.444444,0.727273,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0.421053,0.769231,0.766667,0.833333,0,0.02623,0,0.6,South,South
True,True,True,True,0.111111,0.272727,0.1,0.384615,0.125,0.7,0.047619,0.642857,East,North,South,South,0.473684,0.269231,0.3,0.194444,0,0.019672,0,0.533333,South,South
False,True,True,True,0,0,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0,0.153846,0.233333,0.444444,0,0.318033,0.4,0.2,East,South
False,False,True,True,0,0,0.2,0,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0,0,0.166667,0.333333,0,0.606557,0.52,0.266667,South,South
True,True,True,True,0.222222,0.272727,0.2,0.307692,0.083333,0.7,0,0.571429,West,East,West,North,0.789474,0.538462,0.433333,0.305556,0,0.027869,0,0.866667,South,South
False,False,True,False,0,0,0.2,0,0.833333,0.4,0.142857,0,Stop,Stop,North,Stop,0,0,0.433333,0,0,0.919672,1,0.733333,South,South
True,True,True,False,0.444444,0.454545,0.4,0.846154,0.416667,0.5,0.142857,0,Stop,Stop,Stop,Stop,0.736842,0.384615,0.2,0,0.470588,0.355738,0.48,0.533333,South,South
True,True,True,False,0.444444,0.454545,0.4,0.846154,0.416667,0.5,0.142857,0,Stop,Stop,Stop,Stop,0.684211,0.423077,0.166667,0,0.411765,0.354098,0.48,0.466667,South,South
True,True,True,True,0.222222,0.727273,0.9,0.384615,0.666667,0.5,0.904762,0.714286,North,West,West,East,0.263158,0.423077,0.666667,0.777778,0,0.018033,0,0.266667,South,South
True,True,True,True,0.222222,0.272727,0.1,0.307692,0.125,0.7,0,0.5,West,North,South,North,0.842105,0.538462,0.5,0.333333,0,0.029508,0,0.933333,South,South
True,True,False,True,1,0.454545,0.8,0.538462,0.083333,0,0.333333,0.571429,South,East,Stop,West,0.210526,0.115385,0,0.055556,0.235294,0.347541,0.36,0.4,South,South
True,True,True,True,0.222222,0.272727,0.1,0.307692,0.125,0.7,0,0.5,West,North,South,North,0.842105,0.538462,0.5,0.333333,0,0.029508,0,0.933333,South,South
True,True,True,True,0,0.181818,0.1,0.153846,0.083333,0.8,0.095238,0.357143,Stop,Stop,Stop,Stop,0.578947,0.461538,0.3,0.361111,0,0.019672,0,0.666667,South,South
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.578947,0,0,0.111111,0.235294,0.660656,0.48,0.333333,South,South
True,True,True,True,0.111111,0.272727,0.1,0.384615,0.125,0.7,0.047619,0.642857,East,North,South,South,0.473684,0.269231,0.3,0.194444,0,0.019672,0,0.533333,South,South
True,True,True,True,0.333333,0.636364,0.9,0.384615,0.583333,0.5,0.952381,0.642857,South,North,North,North,0.578947,0.730769,0.866667,0.777778,0,0.031148,0,0.8,South,South
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.526316,0,0,0,0.294118,0.983607,0.52,0.2,South,South
False,True,True,True,0,0,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0,0.384615,0.433333,0.555556,0,0.327869,0.2,0.266667,South,South
