@RELATION  stateData

@ATTRIBUTE living_pacman {False}
@ATTRIBUTE living_ghost1 {True, False}
@ATTRIBUTE living_ghost2 {True, False}
@ATTRIBUTE living_ghost3 {True, False}
@ATTRIBUTE living_ghost4 {True, False}
@ATTRIBUTE ghost_pos1 numeric
@ATTRIBUTE ghost_pos2 numeric
@ATTRIBUTE ghost_pos3 numeric
@ATTRIBUTE ghost_pos4 numeric
@ATTRIBUTE ghost_pos5 numeric
@ATTRIBUTE ghost_pos6 numeric
@ATTRIBUTE ghost_pos7 numeric
@ATTRIBUTE ghost_pos8 numeric
@ATTRIBUTE ghost_dir1 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dir2 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dir3 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dir4 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dist1 numeric
@ATTRIBUTE ghost_dist2 numeric
@ATTRIBUTE ghost_dist3 numeric
@ATTRIBUTE ghost_dist4 numeric
@ATTRIBUTE dot_dist numeric
@ATTRIBUTE score numeric
@ATTRIBUTE pacman_posX numeric
@ATTRIBUTE pacman_posY numeric
@ATTRIBUTE nextScore numeric

@ATTRIBUTE pacman_dir {North, South, West, East, Stop}

@DATA
False,True,False,False,True,13,4,3,1,5,1,18,4,West,Stop,Stop,North,4,-1,-1,9,1,371,10,5,470,East
False,True,False,False,True,13,3,3,1,5,1,18,4,South,Stop,Stop,South,4,-1,-1,9,2,370,11,5,369,East
False,True,False,False,True,14,3,3,1,5,1,18,3,East,Stop,Stop,West,4,-1,-1,7,3,369,12,5,368,East
False,True,False,False,True,14,3,3,1,5,1,17,3,East,Stop,Stop,North,3,-1,-1,5,4,368,13,5,367,East
False,True,False,False,True,14,4,3,1,5,1,17,4,Stop,Stop,Stop,West,1,-1,-1,3,5,367,14,5,566,South
False,False,False,False,True,1,1,3,1,5,1,16,4,Stop,Stop,Stop,West,-1,-1,-1,1,6,566,14,4,765,South
False,False,False,False,True,1,1,3,1,5,1,15,4,Stop,Stop,Stop,West,-1,-1,-1,2,7,565,14,3,564,East
False,False,False,False,True,1,1,3,1,5,1,15,4,Stop,Stop,Stop,North,-1,-1,-1,2,8,564,15,3,563,East
False,False,False,False,True,1,1,3,1,5,1,15,5,Stop,Stop,Stop,South,-1,-1,-1,2,9,563,16,3,562,North
False,False,False,False,True,1,1,3,1,5,1,15,4,Stop,Stop,Stop,South,-1,-1,-1,2,8,562,16,4,561,West
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,15,16,13,17,-1,0,1,18,-1,Stop
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,15,16,13,17,-1,-1,1,18,-2,Stop
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,15,16,13,17,-1,-2,1,18,-3,Stop
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,15,16,13,17,-1,-3,1,18,-4,Stop
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,15,16,13,17,-1,-4,1,18,-5,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,14,15,12,16,-1,-5,1,17,-6,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,13,14,11,15,-1,-6,1,16,-7,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,12,13,10,14,-1,-7,1,15,-8,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,11,12,9,13,-1,-8,1,14,-9,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,10,11,8,12,-1,-9,1,13,-10,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,9,10,7,11,-1,-10,1,12,-11,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,8,9,6,10,-1,-11,1,11,-12,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,7,8,5,9,-1,-12,1,10,-13,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,6,7,4,8,-1,-13,1,9,-14,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,5,6,5,7,-1,-14,1,8,-15,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,4,5,6,6,-1,-15,1,7,-16,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,3,4,7,5,-1,-16,1,6,-17,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,2,3,8,6,-1,-17,1,5,-18,South
False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,1,2,9,7,-1,-18,1,4,181,South
False,False,True,True,True,1,1,2,3,5,9,6,6,Stop,Stop,Stop,Stop,-1,1,10,8,-1,181,1,3,380,East
False,False,False,True,True,1,1,3,1,5,9,6,6,Stop,Stop,Stop,Stop,-1,-1,9,7,-1,380,2,3,379,East
False,False,False,True,True,1,1,3,1,5,9,6,6,Stop,Stop,Stop,Stop,-1,-1,8,6,-1,379,3,3,378,North
